year,date,stage,course,type,distance_in_km,winner_name,country,stage_workload
1958,1958-07-06,11,Royan to Bordeaux,Flat,137.0,Arigo Padovan,Italia,27.400000000000002
1958,1958-07-07,12,Bordeaux to Dax,Flat,161.0,Martin van Geneugden,Bélgica,32.2
1958,1958-07-08,13,Dax to Pau,Mountain,230.0,Louis Bergaud,Francia,230.0
1958,1958-07-09,14,Pau to Luchon,Mountain,129.0,Federico Bahamontes,España,129.0
1958,1958-07-10,15,Luchon to Toulouse,Mountain,176.0,André Darrigade,Francia,176.0
1958,1958-07-11,16,Toulouse to Béziers,Flat,187.0,Pierino Baffi,Italia,37.4
1958,1958-07-12,17,Béziers to Nîmes,Flat,189.0,André Darrigade,Francia,37.800000000000004
1958,1958-07-13,18,Bédoin to Mont-Ventoux,Mountain,21.0,Charly Gaul,Luxemburgo,21.0
1958,1958-07-14,19,Carpentras to Gap,Mountain,178.0,Gastone Nencini,Italia,178.0
1958,1958-07-15,20,Gap to Briançon,Mountain,165.0,Federico Bahamontes,España,165.0
1958,1958-07-16,21,Briançon to Aix-les-Bains,Mountain,219.0,Charly Gaul,Luxemburgo,219.0
1958,1958-07-17,22,Aix-les-Bains to Besançon,Mountain,237.0,André Darrigade,Francia,237.0
1958,1958-07-18,23,Besançon to Dijon,Individual time-trial,74.0,Charly Gaul,Luxemburgo,44.4
1958,1958-07-19,24,Dijon to Paris,Flat,320.0,Pierino Baffi,Italia,64.0
1959,1959-06-25,1,Mulhouse to Metz,Flat,238.0,André Darrigade,Francia,47.6
1959,1959-06-26,2,Metz to Namur (Belgium),Flat,234.0,Vito Favero,Italia,46.800000000000004
1959,1959-06-27,3,Namur (Belgium) to Roubaix,Flat,217.0,Robert Cazala,Francia,43.400000000000006
1959,1959-06-28,4,Roubaix to Rouen,Flat,230.0,Dino Bruni,Italia,46.0
1959,1959-06-29,5,Rouen to Rennes,Flat,286.0,Jean Graczyk,Francia,57.2
1959,1959-06-30,6,Blain to Nantes,Individual time-trial,45.0,Roger Rivière,Francia,27.0
1959,1959-07-01,7,Nantes to La Rochelle,Flat,190.0,Roger Hassenforder,Francia,38.0
1959,1959-07-02,8,La Rochelle to Bordeaux,Flat,201.0,Michel Dejouhannet,Francia,40.2
1959,1959-07-03,9,Bordeaux to Bayonne,Flat,207.0,Marcel Queheille,Francia,41.400000000000006
1959,1959-07-05,10,Bayonne to Bagnères-de-Bigorre,Mountain,235.0,Marcel Janssens,Bélgica,235.0
1959,1959-07-06,11,Bagnères-de-Bigorre to Saint-Gaudens,Mountain,119.0,André Darrigade,Francia,119.0
1959,1959-07-07,12,Saint-Gaudens to Albi,Flat,184.0,Rolf Graf,Suiza,36.800000000000004
1959,1959-07-08,13,Albi to Aurillac,Mountain,219.0,Henry Anglade,Francia,219.0
1959,1959-07-09,14,Aurillac to Clermont-Ferrand,Mountain,231.0,André Le Dissez,Francia,231.0
1959,1959-07-10,15,Puy de Dôme,Mountain,12.0,Federico Bahamontes,España,12.0
1959,1959-07-11,16,Clermont-Ferrand to Saint-Étienne,Flat,210.0,Dino Bruni,Italia,42.0
1959,1959-07-13,17,Saint-Étienne to Grenoble,Mountain,197.0,Charly Gaul,Luxemburgo,197.0
1959,1959-07-14,18,Grenoble to Saint-Vincent (Italy),Mountain,243.0,Ercole Baldini,Italia,243.0
1959,1959-07-15,19,Saint-Vincent (Italy) to Annecy,Mountain,251.0,Rolf Graf,Suiza,251.0
1959,1959-07-16,20,Annecy to Chalon-sur-Saône,Flat,202.0,Brian Robinson,Reino Unido,40.400000000000006
1959,1959-07-17,21,Seurre to Dijon,Individual time-trial,69.0,Roger Rivière,Francia,41.4
1959,1959-07-18,22,Dijon to Paris,Flat,331.0,Joseph Groussard,Francia,66.2
1960,1960-06-26,1a,Lille to Brussels (Belgium),Flat,108.0,Julien Schepens,Bélgica,21.6
1960,1960-06-26,1b,Brussels (Belgium),Individual time-trial,27.8,Roger Rivière,Francia,16.68
1960,1960-06-27,2,Brussels (Belgium) to Dunkirk,Flat,206.0,René Privat,Francia,41.2
1960,1960-06-28,3,Dunkirk to Dieppe,Flat,209.0,Nino Defilippis,Italia,41.800000000000004
1960,1960-06-29,4,Dieppe to Caen,Flat,211.0,Jean Graczyk,Francia,42.2
1960,1960-06-30,5,Caen to Saint-Malo,Flat,189.0,André Darrigade,Francia,37.800000000000004
1960,1960-07-01,6,Saint-Malo to Lorient,Flat,191.0,Roger Rivière,Francia,38.2
1960,1960-07-02,7,Lorient to Angers,Flat,244.0,Graziano Battistini,Italia,48.800000000000004
1960,1960-07-03,8,Angers to Limoges,Flat,240.0,Nino Defilippis,Italia,48.0
1960,1960-07-04,9,Limoges to Bordeaux,Flat,225.0,Martin van Geneugden,Bélgica,45.0
1960,1960-07-05,10,Mont-de-Marsan to Pau,Mountain,228.0,Roger Rivière,Francia,228.0
1960,1960-07-06,11,Pau to Luchon,Mountain,161.0,Kurt Gimmi,Suiza,161.0
1960,1960-07-07,12,Luchon to Toulouse,Mountain,176.0,Jean Graczyk,Francia,176.0
1960,1960-07-08,13,Toulouse to Millau,Flat,224.0,Louis Proost,Bélgica,44.800000000000004
1960,1960-07-10,14,Millau to Avignon,Mountain,217.0,Martin van Geneugden,Bélgica,217.0
1960,1960-07-11,15,Avignon to Gap,Mountain,187.0,Michel Van Aerde,Bélgica,187.0
1960,1960-07-12,16,Gap to Briançon,Mountain,172.0,Graziano Battistini,Italia,172.0
1960,1960-07-13,17,Briançon to Aix-les-Bains,Mountain,229.0,Jean Graczyk,Francia,229.0
1960,1960-07-14,18,Aix-les-Bains to Thonon-les-Bains,Mountain,215.0,Fernando Manzaneque,España,215.0
1960,1960-07-15,19,Pontarlier to Besançon,Individual time-trial,83.0,Rolf Graf,Suiza,49.8
1960,1960-07-16,20,Besançon to Troyes,Flat,229.0,Pierre Beuffeuil,Francia,45.800000000000004
1960,1960-07-17,21,Troyes to Paris,Flat,200.0,Jean Graczyk,Francia,40.0
1961,1961-06-25,1a,Rouen to Versailles,Flat,136.5,André Darrigade,Francia,27.3
1961,1961-06-25,1b,Versailles,Individual time-trial,28.5,Jacques Anquetil,Francia,17.099999999999998
1961,1961-06-26,2,Pontoise to Roubaix,Flat,230.5,André Darrigade,Francia,46.1
1961,1961-06-27,3,Roubaix to Charleroi (Belgium),Flat,197.5,Emile Daems,Bélgica,39.5
1961,1961-06-28,4,Charleroi (Belgium) to Metz,Flat,237.5,Anatole Novak,Francia,47.5
1961,1961-06-29,5,Metz to Strasbourg,Mountain,221.0,Louis Bergaud,Francia,221.0
1961,1961-06-30,6,Strasbourg to Belfort,Mountain,180.5,Jozef Planckaert,Bélgica,180.5
1961,1961-07-01,7,Belfort to Chalon-sur-Saône,Flat,214.5,Jean Stablinski,Francia,42.900000000000006
1961,1961-07-02,8,Chalon-sur-Saône to Saint-Étienne,Mountain,240.5,Jean Forestier,Francia,240.5
1961,1961-07-03,9,Saint-Étienne to Grenoble,Mountain,230.0,Charly Gaul,Luxemburgo,230.0
1961,1961-07-04,10,Grenoble to Turin (Italy),Mountain,250.5,Guy Ignolin,Francia,250.5
1961,1961-07-05,11,Turin (Italy) to Antibes,Mountain,225.0,Guido Carlesi,Italia,225.0
1961,1961-07-06,12,Antibes to Aix-en-Provence,Mountain,199.0,Michel Van Aerde,Bélgica,199.0
1961,1961-07-07,13,Aix-en-Provence to Montpellier,Flat,177.5,André Darrigade,Francia,35.5
1961,1961-07-09,14,Montpellier to Perpignan,Flat,174.0,Eddy Pauwels,Bélgica,34.800000000000004
1961,1961-07-10,15,Perpignan to Toulouse,Flat,206.0,Guido Carlesi,Italia,41.2
1961,1961-07-11,16,Toulouse to Superbagnères,Mountain,208.0,Imerio Massignan,Italia,208.0
1961,1961-07-12,17,Luchon to Pau,Mountain,197.0,Eddy Pauwels,Bélgica,197.0
1961,1961-07-13,18,Pau to Bordeaux,Flat,207.0,Martin Van Geneugden,Bélgica,41.400000000000006
1961,1961-07-14,19,Bergerac to Périgueux,Individual time-trial,74.5,Jacques Anquetil,Francia,44.699999999999996
1961,1961-07-15,20,Périgueux to Tours,Flat,309.5,André Darrigade,Francia,61.900000000000006
1961,1961-07-16,21,Tours to Paris,Flat,252.5,Robert Cazala,Francia,50.5
1962,1962-06-24,1,Nancy to Spa (Belgium),Flat,253.0,Rudi Altig,Alemania,50.6
1962,1962-06-25,2a,Spa (Belgium) to Herentals (Belgium),Flat,147.0,André Darrigade,Francia,29.400000000000002
1962,1962-06-25,2b,Herentals (Belgium),Team time-trial,23.0,Faema–Flandria–Clement,,9.200000000000001
1962,1962-06-26,3,Brussels (Belgium) to Amiens,Flat,210.0,Rudi Altig,Alemania,42.0
1962,1962-06-27,4,Amiens to Le Havre,Flat,196.5,Willy Vanden Berghen,Bélgica,39.300000000000004
1962,1962-06-28,5,Pont l'Evêque to Saint-Malo,Flat,215.0,Emile Daems,Bélgica,43.0
1962,1962-06-29,6,Dinard to Brest,Flat,235.5,Robert Cazala,Francia,47.1
1962,1962-06-30,7,Quimper to Saint-Nazaire,Flat,201.0,Huub Zilverberg,Países Bajos,40.2
1962,1962-07-01,8a,Saint-Nazaire to Luçon,Flat,155.0,Mario Minieri,Italia,31.0
1962,1962-07-01,8b,Luçon to La Rochelle,Individual time-trial,43.0,Jacques Anquetil,Francia,25.8
1962,1962-07-02,9,La Rochelle to Bordeaux,Flat,214.0,Antonio Bailetti,Italia,42.800000000000004
1962,1962-07-03,10,Bordeaux to Bayonne,Flat,184.5,Willy Vannitsen,Bélgica,36.9
1962,1962-07-04,11,Bayonne to Pau,Flat,155.5,Eddy Pauwels,Bélgica,31.1
1962,1962-07-05,12,Pau to Saint-Gaudens,Mountain,207.5,Robert Cazala,Francia,207.5
1962,1962-07-06,13,Luchon to Superbagnères,Mountain,18.5,Federico Bahamontes,España,18.5
1962,1962-07-07,14,Luchon to Carcassonne,Mountain,215.0,Jean Stablinski,Francia,215.0
1962,1962-07-08,15,Carcassonne to Montpellier,Flat,196.5,Willy Vannitsen,Bélgica,39.300000000000004
1962,1962-07-09,16,Montpellier to Aix-en-Provence,Flat,185.0,Emile Daems,Bélgica,37.0
1962,1962-07-10,17,Aix-en-Provence to Antibes,Flat,201.0,Rudi Altig,Alemania,40.2
1962,1962-07-11,18,Antibes to Briançon,Mountain,241.5,Emile Daems,Bélgica,241.5
1962,1962-07-12,19,Briançon to Aix-les-Bains,Mountain,204.5,Raymond Poulidor,Francia,204.5
1962,1962-07-13,20,Bourgoin to Lyon,Individual time-trial,68.0,Jacques Anquetil,Francia,40.8
1962,1962-07-14,21,Lyon to Nevers,Flat,232.0,Dino Bruni,Italia,46.400000000000006
1962,1962-07-15,22,Nevers to Paris,Flat,271.0,Rino Benedetti,Italia,54.2
1963,1963-06-23,1,Paris to Épernay,Flat,152.0,Eddy Pauwels,Bélgica,30.400000000000002
1963,1963-06-24,2a,Reims to Jambes (Belgium),Flat,186.0,Rik Van Looy,Bélgica,37.2
1963,1963-06-24,2b,Jambes (Belgium),Team time-trial,22.0,Pelforth–Sauvage–Lejeune,,8.8
1963,1963-06-25,3,Jambes (Belgium) to Roubaix,Flat,223.0,Seamus Elliott,Irlanda,44.6
1963,1963-06-26,4,Roubaix to Rouen,Flat,236.0,Frans Melckenbeeck,Bélgica,47.2
1963,1963-06-27,5,Rouen to Rennes,Flat,285.0,Antonio Bailetti,Italia,57.0
1963,1963-06-28,6a,Rennes to Angers,Flat,118.0,Roger de Breuker,Bélgica,23.6
1963,1963-06-28,6b,Angers,Individual time-trial,25.0,Jacques Anquetil,Francia,15.0
1963,1963-06-29,7,Angers to Limoges,Flat,236.0,Jan Janssen,Países Bajos,47.2
1963,1963-06-30,8,Limoges to Bordeaux,Flat,232.0,Rik Van Looy,Bélgica,46.400000000000006
1963,1963-07-01,9,Bordeaux to Pau,Flat,202.0,Pino Cerami,Bélgica,40.400000000000006
1963,1963-07-02,10,Pau to Bagnères-de-Bigorre,Mountain,148.0,Jacques Anquetil,Francia,148.0
1963,1963-07-03,11,Bagnères-de-Bigorre to Luchon,Mountain,131.0,Guy Ignolin,Francia,131.0
1963,1963-07-04,12,Luchon to Toulouse,Mountain,173.0,André Darrigade,Francia,173.0
1963,1963-07-05,13,Toulouse to Aurillac,Flat,234.0,Rik Van Looy,Bélgica,46.800000000000004
1963,1963-07-07,14,Aurillac to Saint-Étienne,Flat,237.0,Guy Ignolin,Francia,47.400000000000006
1963,1963-07-08,15,Saint-Étienne to Grenoble,Mountain,174.0,Federico Bahamontes,España,174.0
1963,1963-07-09,16,Grenoble to Val d'Isère,Mountain,202.0,Fernando Manzaneque,España,202.0
1963,1963-07-10,17,Val d'Isère to Chamonix,Mountain,228.0,Jacques Anquetil,Francia,228.0
1963,1963-07-11,18,Chamonix to Lons-le-Saunier,Mountain,225.0,Frans Brands,Bélgica,225.0
1963,1963-07-12,19,Arbois to Besançon,Individual time-trial,54.0,Jacques Anquetil,Francia,32.4
1963,1963-07-13,20,Besançon to Troyes,Flat,234.0,Roger de Breuker,Bélgica,46.800000000000004
1963,1963-07-14,21,Troyes to Paris,Flat,185.0,Rik Van Looy,Bélgica,37.0
1964,1964-06-22,1,Rennes to Lisieux,Flat,215.0,Edward Sels,Bélgica,43.0
1964,1964-06-23,2,Lisieux to Amiens,Flat,208.0,André Darrigade,Francia,41.6
1964,1964-06-24,3a,Amiens to Forest (Belgium),Flat,197.0,Bernard Vandekerkhove,Bélgica,39.400000000000006
1964,1964-06-24,3b,Forest (Belgium),Team time-trial,21.0,Kas–Kaskol,,8.4
1964,1964-06-25,4,Forest (Belgium) to Metz,Flat,292.0,Rudi Altig,Alemania,58.400000000000006
1964,1964-06-26,5,Lunéville to Freiburg (West Germany),Flat,161.0,Willy Derboven,Bélgica,32.2
1964,1964-06-27,6,Freiburg (West Germany) to Besançon,Flat,200.0,Henk Nijdam,Países Bajos,40.0
1964,1964-06-28,7,Besançon to Thonon-les-Bains,Flat,195.0,Jan Janssen,Países Bajos,39.0
1964,1964-06-29,8,Thonon-les-Bains to Briançon,Mountain,249.0,Federico Bahamontes,España,249.0
1964,1964-06-30,9,Briançon to Monaco,Mountain,239.0,Jacques Anquetil,Francia,239.0
1964,1964-07-01,10a,Monaco to Hyères,Flat,187.0,Jan Janssen,Países Bajos,37.4
1964,1964-07-01,10b,Hyères to Toulon,Individual time-trial,21.0,Jacques Anquetil,Francia,12.6
1964,1964-07-02,11,Toulon to Montpellier,Flat,250.0,Edward Sels,Bélgica,50.0
1964,1964-07-03,12,Montpellier to Perpignan,Flat,174.0,Jo de Roo,Países Bajos,34.800000000000004
1964,1964-07-04,13,Perpignan to Andorra,Mountain,170.0,Julio Jiménez,España,170.0
1964,1964-07-06,14,Andorra to Toulouse,Mountain,186.0,Edward Sels,Bélgica,186.0
1964,1964-07-07,15,Toulouse to Luchon,Mountain,203.0,Raymond Poulidor,Francia,203.0
1964,1964-07-08,16,Luchon to Pau,Mountain,197.0,Federico Bahamontes,España,197.0
1964,1964-07-09,17,Peyrehorade to Bayonne,Individual time-trial,43.0,Jacques Anquetil,Francia,25.8
1964,1964-07-10,18,Bayonne to Bordeaux,Flat,187.0,André Darrigade,Francia,37.4
1964,1964-07-11,19,Bordeaux to Brive,Flat,215.0,Edward Sels,Bélgica,43.0
1964,1964-07-12,20,Brive to Puy de Dôme,Mountain,217.0,Julio Jiménez,España,217.0
1964,1964-07-13,21,Clermont-Ferrand to Orléans,Flat,311.0,Jean Stablinski,Francia,62.2
1964,1964-07-14,22a,Orléans to Versailles,Flat,119.0,Benoni Beheyt,Bélgica,23.8
1964,1964-07-14,22b,Versailles to Paris,Individual time-trial,27.0,Jacques Anquetil,Francia,16.2
1965,1965-06-22,1a,Cologne (West Germany) to Liège (Belgium),Flat,149.0,Rik Van Looy,Bélgica,29.8
1965,1965-06-22,1b,Liège (Belgium),Team time-trial,22.5,Ford France–Gitane,,9.0
1965,1965-06-23,2,Liège (Belgium) to Roubaix,Flat,200.5,Bernard Van De Kerkhove,Bélgica,40.1
1965,1965-06-24,3,Roubaix to Rouen,Flat,240.0,Felice Gimondi,Italia,48.0
1965,1965-06-25,4,Caen to Saint-Brieuc,Flat,227.0,Edgard Sorgeloos,Bélgica,45.400000000000006
1965,1965-06-26,5a,Saint-Brieuc to Châteaulin,Flat,147.0,Cees van Espen,Países Bajos,29.400000000000002
1965,1965-06-26,5b,Châteaulin,Individual time-trial,26.7,Raymond Poulidor,Francia,16.02
1965,1965-06-27,6,Quimper to La Baule,Flat,210.5,Guido Reybrouck,Bélgica,42.1
1965,1965-06-28,7,La Baule to La Rochelle,Flat,219.0,Edward Sels,Bélgica,43.800000000000004
1965,1965-06-29,8,La Rochelle to Bordeaux,Flat,197.5,Johan de Roo,Países Bajos,39.5
1965,1965-06-30,9,Dax to Bagnères-de-Bigorre,Mountain,226.5,Julio Jiménez,España,226.5
1965,1965-07-01,10,Bagnères-de-Bigorre to Ax-les-Thermes,Mountain,222.5,Guido Reybrouck,Bélgica,222.5
1965,1965-07-02,11,Ax-les-Thermes to Barcelona (Spain),Mountain,240.5,José Pérez Francés,España,240.5
1965,1965-07-04,12,Barcelona (Spain) to Perpignan,Flat,219.0,Jan Janssen,Países Bajos,43.800000000000004
1965,1965-07-05,13,Perpignan to Montpellier,Flat,164.0,Adriano Durante,Italia,32.800000000000004
1965,1965-07-06,14,Montpellier to Mont Ventoux,Mountain,173.0,Raymond Poulidor,Francia,173.0
1965,1965-07-07,15,Carpentras to Gap,Mountain,167.5,Giuseppe Fezzardi,Italia,167.5
1965,1965-07-08,16,Gap to Briançon,Mountain,177.0,Joaquim Galera,España,177.0
1965,1965-07-09,17,Briançon to Aix-les-Bains,Mountain,193.5,Julio Jiménez,España,193.5
1965,1965-07-10,18,Aix-les-Bains to Le Revard,Mountain,26.9,Felice Gimondi,Italia,26.9
1965,1965-07-11,19,Aix-les-Bains to Lyon,Mountain,165.0,Rik Van Looy,Bélgica,165.0
1965,1965-07-12,20,Lyon to Auxerre,Flat,198.5,Michael Wright,Reino Unido,39.7
1965,1965-07-13,21,Auxerre to Versailles,Flat,225.5,Gerben Karstens,Países Bajos,45.1
1965,1965-07-14,22,Versailles to Paris,Individual time-trial,37.8,Felice Gimondi,Italia,22.679999999999996
1966,1966-06-21,1,Nancy to Charleville,Flat,209.0,Rudi Altig,Alemania,41.800000000000004
1966,1966-06-22,2,Charleville to Tournai (Belgium),Flat,198.0,Guido Reybrouck,Bélgica,39.6
1966,1966-06-23,3a,Tournai (Belgium),Team time-trial,21.0,Televizier–Batavus,,8.4
1966,1966-06-23,3b,Tournai to Dunkirk,Flat,131.0,Gerben Karstens,Países Bajos,26.200000000000003
1966,1966-06-24,4,Dunkirk to Dieppe,Flat,205.0,Willy Planckaert,Bélgica,41.0
1966,1966-06-25,5,Dieppe to Caen,Flat,178.0,Franco Bitossi,Italia,35.6
1966,1966-06-26,6,Caen to Angers,Flat,217.0,Edward Sels,Bélgica,43.400000000000006
1966,1966-06-27,7,Angers to Royan,Flat,252.0,Albert Van Vlierberghe,Bélgica,50.400000000000006
1966,1966-06-28,8,Royan to Bordeaux,Flat,138.0,Willy Planckaert,Bélgica,27.6
1966,1966-06-29,9,Bordeaux to Bayonne,Flat,201.0,Gerben Karstens,Países Bajos,40.2
1966,1966-06-30,10,Bayonne to Pau,Mountain,234.0,Tommaso de Pra,Italia,234.0
1966,1966-07-01,11,Pau to Luchon,Mountain,188.0,Guido Marcello Mugnaini,Italia,188.0
1966,1966-07-03,12,Luchon to Revel,Mountain,219.0,Rudi Altig,Alemania,219.0
1966,1966-07-04,13,Revel to Sète,Flat,191.0,Georges Vandenberghe,Bélgica,38.2
1966,1966-07-05,14a,Montpellier to Aubenas,Flat,144.0,Jo de Roo,Países Bajos,28.8
1966,1966-07-05,14b,Vals-les-Bains,Individual time-trial,20.0,Raymond Poulidor,Francia,12.0
1966,1966-07-06,15,Privas to Le Bourg-d'Oisans,Mountain,203.0,Luís Otano,España,203.0
1966,1966-07-07,16,Le Bourg-d'Oisans to Briançon,Mountain,148.0,Julio Jiménez,España,148.0
1966,1966-07-08,17,Briançon to Turin (Italy),Mountain,160.0,Franco Bitossi,Italia,160.0
1966,1966-07-10,18,Ivrea (Italy) to Chamonix,Mountain,188.0,Edy Schütz,Luxemburgo,188.0
1966,1966-07-11,19,Chamonix to Saint-Étienne,Mountain,265.0,Ferdinand Bracke,Bélgica,265.0
1966,1966-07-12,20,Saint-Étienne to Montluçon,Flat,223.0,Henk Nijdam,Países Bajos,44.6
1966,1966-07-13,21,Montluçon to Orléans,Flat,232.0,Pierre Beuffeuil,Francia,46.400000000000006
1966,1966-07-14,22a,Orléans to Rambouillet,Flat,111.0,Edward Sels,Bélgica,22.200000000000003
1966,1966-07-14,22b,Rambouillet to Paris,Individual time-trial,51.0,Rudi Altig,Alemania,30.599999999999998
1967,1967-06-29,1a,Angers,Individual time-trial,5.775,José-Maria Errandonea,España,3.4650000000000003
1967,1967-06-30,1b,Angers to Saint-Malo,Flat,185.5,Walter Godefroot,Bélgica,37.1
1967,1967-07-01,2,Saint-Malo to Caen,Flat,180.0,Willy Van Neste,Bélgica,36.0
1967,1967-07-02,3,Caen to Amiens,Flat,248.0,Marino Basso,Italia,49.6
1967,1967-07-03,4,Amiens to Roubaix,Flat,191.0,Guido Reybrouck,Bélgica,38.2
1967,1967-07-04,5a,Roubaix to Jambes (Belgium),Flat,172.0,Roger Pingeon,Francia,34.4
1967,1967-07-04,5b,Jambes (Belgium),Team time-trial,17.0,Belgium,Bélgica,6.800000000000001
1967,1967-07-05,6,Jambes to Metz,Flat,238.0,Herman Van Springel,Bélgica,47.6
1967,1967-07-06,7,Metz to Strasbourg,Mountain,205.5,Michael Wright,Reino Unido,205.5
1967,1967-07-07,8,Strasbourg to Belfort/Ballon d'Alsace,Mountain,215.0,Lucien Aimar,Francia,215.0
1967,1967-07-09,9,Belfort to Divonne-les-Bains,Mountain,238.5,Guido Reybrouck,Bélgica,238.5
1967,1967-07-10,10,Divonne-les-Bains to Briançon,Mountain,243.0,Felice Gimondi,Italia,243.0
1967,1967-07-11,11,Briançon to Digne,Mountain,197.0,José Samyn,Francia,197.0
1967,1967-07-12,12,Digne to Marseille,Flat,207.5,Raymond Riotte,Francia,41.5
1967,1967-07-13,13,Marseille to Carpentras,Mountain,211.5,Jan Janssen,Países Bajos,211.5
1967,1967-07-14,14,Carpentras to Sète,Flat,201.5,Barry Hoban,Reino Unido,40.300000000000004
1967,1967-07-16,15,Sète to Toulouse,Flat,230.5,Rolf Wolfshohl,Alemania,46.1
1967,1967-07-17,16,Toulouse to Luchon,Mountain,188.0,Fernando Manzaneque,España,188.0
1967,1967-07-18,17,Luchon to Pau,Mountain,250.0,Raymond Mastrotto,Francia,250.0
1967,1967-07-19,18,Pau to Bordeaux,Flat,206.5,Marino Basso,Italia,41.300000000000004
1967,1967-07-20,19,Bordeaux to Limoges,Flat,217.0,Jean Stablinski,Francia,43.400000000000006
1967,1967-07-21,20,Limoges to Puy-de-Dôme,Mountain,222.0,Felice Gimondi,Italia,222.0
1967,1967-07-22,21,Clermont-Ferrand to Fontainebleau,Flat,359.0,Paul Lemeteyer,Francia,71.8
1967,1967-07-23,22a,Fontainebleau to Versailles,Flat,104.0,René Binggeli,Suiza,20.8
1967,1967-07-23,22b,Versailles to Paris,Individual time-trial,46.6,Raymond Poulidor,Francia,27.96
1968,1968-06-27,1a,Vittel,Individual time-trial,6.1,Charly Grosskost,Francia,3.6599999999999997
1968,1968-06-28,1b,Vittel to Esch-sur-Alzette (Luxembourg),Flat,189.0,Charly Grosskost,Francia,37.800000000000004
1968,1968-06-29,2,Arlon (Belgium) to Forest (Belgium),Flat,210.5,Erik de Vlaeminck,Bélgica,42.1
1968,1968-06-30,3a,Forest (Belgium),Team time-trial,22.0,Belgium A,Bélgica,8.8
1968,1968-06-30,3b,Forest (Belgium) to Roubaix,Flat,112.0,Walter Godefroot,Bélgica,22.400000000000002
1968,1968-07-01,4,Roubaix to Rouen,Flat,238.0,Georges Chappe,Francia,47.6
1968,1968-07-02,5a,Rouen to Bagnoles-de-l'Orne,Flat,165.0,André Desvages,Francia,33.0
1968,1968-07-02,5b,Bagnoles-de-l'Orne to Dinard,Flat,154.5,Jean Dumont,Francia,30.900000000000002
1968,1968-07-03,6,Dinard to Lorient,Flat,188.0,Aurelio González Puente,España,37.6
1968,1968-07-04,7,Lorient to Nantes,Flat,190.0,Franco Bitossi,Italia,38.0
1968,1968-07-05,8,Nantes to Royan,Flat,223.0,Daniel Van Ryckeghem,Bélgica,44.6
1968,1968-07-07,9,Royan to Bordeaux,Flat,137.5,Walter Godefroot,Bélgica,27.5
1968,1968-07-08,10,Bordeaux to Bayonne,Flat,202.5,Gilbert Bellone,Francia,40.5
1968,1968-07-09,11,Bayonne to Pau,Flat,183.5,Daniel Van Ryckeghem,Bélgica,36.7
1968,1968-07-10,12,Pau to Saint-Gaudens,Mountain,226.5,Georges Pintens,Bélgica,226.5
1968,1968-07-11,13,Saint-Gaudens to La Seu d'Urgell (Spain),Mountain,208.5,Herman Van Springel,Bélgica,208.5
1968,1968-07-12,14,La Seu d'Urgell to Perpignan,Mountain,231.5,Jan Janssen,Países Bajos,231.5
1968,1968-07-14,15,Font-Romeu-Odeillo-Via to Albi,Flat,250.5,Roger Pingeon,Francia,50.1
1968,1968-07-15,16,Albi to Aurillac,Flat,199.0,Franco Bitossi,Italia,39.800000000000004
1968,1968-07-16,17,Aurillac to Saint-Étienne,Mountain,236.5,Jean-Pierre Genet,Francia,236.5
1968,1968-07-17,18,Saint-Étienne to Grenoble,Mountain,235.0,Roger Pingeon,Francia,235.0
1968,1968-07-18,19,Grenoble to Sallanches,Mountain,200.0,Barry Hoban,Reino Unido,200.0
1968,1968-07-19,20,Sallanches to Besançon,Mountain,242.5,Jozef Huysmans,Bélgica,242.5
1968,1968-07-20,21,Besançon to Auxerre,Flat,242.0,Eric Leman,Bélgica,48.400000000000006
1968,1968-07-21,22a,Auxerre to Melun,Flat,136.0,Maurice Izier,Francia,27.200000000000003
